"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
20000,2,3,1,38,0,0,0,0,0,0,15879,15354,14786,16457,15423,14837,1224,1329,2000,2000,700,1500,0
50000,2,2,2,33,0,0,0,0,0,0,26702,12498,16264,17918,16072,17041,2000,4000,2000,1000,2000,2396,0
30000,2,2,2,47,2,2,2,2,2,2,15096,16039,17080,17302,17521,17893,1500,1600,800,800,800,800,1
230000,2,0,2,47,-1,-1,-1,2,-1,-1,8383,5743,1336,255,5425,4838,5733,1598,0,5425,4838,3840,0
150000,2,3,1,33,0,0,2,0,0,0,147112,154848,151591,151549,146417,137835,11128,0,4845,8046,9200,5100,0
40000,2,2,1,38,-1,0,0,0,0,0,19523,20416,21151,21884,26213,30480,1500,1356,1380,5000,5000,1128,0
250000,2,2,1,31,0,0,0,0,0,0,142846,113367,93844,74441,74553,64640,4000,4100,3010,2205,2045,2200,0
2e+05,2,2,1,46,1,2,2,0,0,2,30773,33017,30413,32582,34727,36036,3055,0,3000,3000,2002,0,0
190000,2,2,1,31,1,-1,-1,2,-1,-1,-101,465,3022,1397,1554,1561,2000,4000,0,1600,1600,1700,0
2e+05,2,2,1,47,0,0,0,0,0,0,193000,197253,158980,157837,127528,119550,9086,7260,7367,4303,4551,4411,0
30000,2,2,2,39,0,0,0,2,0,0,28114,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0,0
230000,2,2,2,38,-2,-1,0,0,0,0,845,53006,50879,50660,51282,53162,53021,2280,2133,1138,3186,1179,0
130000,2,2,1,33,0,0,0,0,0,0,85040,83958,84906,85690,85892,87996,2978,4012,3885,3158,4704,3218,0
140000,2,2,1,44,0,0,0,0,0,0,127111,109717,81545,81454,60176,79728,6051,3700,2000,3000,20000,1500,1
360000,2,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,2,1,2,31,3,2,2,2,2,0,6168,5941,8541,8560,8274,9135,0,2869,305,0,1000,1000,1
1e+05,2,2,2,35,-1,-1,-1,-1,-1,0,1050,2700,2187,678,2040,944,2700,2187,678,2040,0,0,0
210000,2,2,2,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,3,1,32,-1,-1,-1,-1,-1,-1,1443,1444,1447,1261,1261,1261,1445,1447,1261,1261,1261,91,0
380000,2,1,1,44,0,0,0,0,0,0,369398,365445,350474,342569,307959,309709,14439,15065,13017,15026,12017,12031,0
50000,2,1,2,39,0,0,0,0,0,0,47378,48697,48322,45353,19426,19857,2113,2320,1300,1000,700,600,0
2e+05,2,2,2,30,-2,-2,-2,-2,-2,-2,4694,2026,4900,1508,2451,2966,2031,4942,1508,2467,2972,6317,0
50000,2,1,1,30,0,0,0,0,0,0,46806,42675,34256,30723,19766,20449,1594,1855,1341,706,1000,5454,0
30000,2,2,2,34,1,2,0,0,0,0,29701,28878,26758,27462,28014,29826,0,1751,1455,1007,2268,0,1
110000,2,2,1,39,0,0,0,0,0,0,132070,126641,120209,112912,85884,87764,5000,5000,3600,3200,4000,3000,0
30000,2,2,1,38,0,0,0,0,0,2,19696,21022,22080,22810,25772,26360,1650,1700,1400,3355,1146,0,0
130000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,2,2,1,39,2,2,0,0,2,0,238855,228443,233958,252615,186443,190345,0,10698,24799,0,7035,7078,1
120000,2,1,1,33,0,0,0,-1,-1,0,35465,25614,19747,1201,2333,2250,1425,6400,1500,2700,0,0,1
1e+05,2,2,1,38,0,0,0,0,0,0,88222,91090,95935,78939,28667,29549,4338,7400,2914,1500,1500,1500,1
70000,2,2,2,44,0,0,0,-1,0,0,79673,75167,75183,69385,30103,3752,3100,1600,94540,1124,100,3091,1
20000,2,2,1,46,1,2,0,0,0,0,13265,12749,13834,14894,15050,16251,0,1600,1600,700,1601,1620,1
320000,2,1,1,36,-1,2,0,0,0,0,7852,6728,13355,16876,20443,24101,0,8000,5000,5000,5000,11906,0
210000,2,2,1,45,0,0,0,0,0,0,210380,213691,214177,192223,125412,113281,8000,10730,7100,4052,4000,3300,0
90000,2,3,1,37,0,0,0,0,0,0,78089,82779,86905,88310,79842,81235,8000,7500,4000,3000,2700,17000,0
120000,2,3,1,36,0,0,0,0,0,2,91857,94638,96290,97913,102959,104872,4256,4371,4425,7900,4000,0,0
360000,2,2,1,35,0,0,0,0,0,-2,127496,61629,59194,59444,-2206,-2206,2144,3721,2839,1303,0,0,0
140000,2,3,1,30,0,0,0,0,2,0,93357,96304,98007,82227,65000,60848,4700,4505,12906,0,2210,2300,0
3e+05,2,1,1,32,-1,-1,-1,-1,0,0,3090,1589,2039,13926,13804,11600,1588,2039,13926,1304,0,5355,0
90000,2,2,1,43,2,-1,2,-1,0,-1,390,780,390,780,390,780,780,0,780,0,780,0,1
170000,2,3,2,44,1,-1,-1,-1,-1,-2,0,4142,2260,5053,0,0,4130,2260,5053,0,0,0,1
190000,2,2,1,46,0,0,0,0,0,0,140483,114690,110884,111200,87619,92418,8000,5000,12028,5000,10418,5000,0
5e+05,2,2,1,43,0,0,-2,-1,0,0,53399,0,0,113904,116168,117375,0,0,113904,4130,4356,4103,0
3e+05,2,1,1,38,-1,-1,-1,-1,-1,0,2880,3558,2778,2778,5367,2589,3552,2778,2778,5367,0,3661,0
180000,2,2,2,29,0,0,0,0,0,0,151686,146805,143134,136777,133938,133723,6000,7000,5000,5000,5000,4679,0
360000,2,3,1,44,-1,-1,-1,-1,-1,-1,2880,1852,2068,2185,9561,321,1858,2078,2361,9608,322,322,0
90000,2,2,1,32,0,0,0,0,0,0,68247,57751,45074,38489,28558,29245,2385,2000,2412,1200,1300,1200,0
80000,2,2,2,29,0,0,0,0,0,0,24873,25824,26605,27920,28358,29000,1723,1500,1762,1200,1250,3200,0
180000,2,1,1,46,-1,-1,-1,-1,-1,-1,9507,15419,14188,11926,9718,34322,16412,14293,11949,9737,34449,25691,0
150000,2,5,2,36,0,0,0,0,0,0,144904,141559,80614,110343,64419,18536,6042,13013,64442,3000,2000,4000,0
80000,2,1,1,44,-1,-1,-1,-1,-1,-1,14676,3673,11285,500,500,6155,3670,11285,500,500,6155,1440,0
60000,2,2,1,30,1,2,0,0,2,2,14093,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,1
240000,2,1,1,35,-1,-1,-1,-1,-1,-1,380,380,380,380,0,380,381,380,380,0,380,760,0
50000,2,3,1,35,-1,-1,0,0,0,0,10440,37907,33604,25303,17841,6980,37907,1599,1200,0,0,3570,0
230000,2,1,2,33,0,0,0,0,0,0,19523,21735,22599,20600,24132,38793,3721,3599,3600,4132,15000,5865,0
40000,2,2,2,33,0,0,0,0,0,0,34263,34954,36093,36891,37019,40734,1568,2000,2000,1318,4610,0,0
250000,2,2,1,33,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,1
50000,2,2,1,32,1,2,2,2,0,0,51129,49594,50292,48532,27308,27539,0,4800,0,1200,1200,1400,0
120000,2,3,1,39,2,2,2,2,4,3,49444,51505,53582,58310,57150,55961,3500,3500,6200,358,0,2100,1
50000,2,3,2,41,2,2,2,2,2,2,22988,24064,24981,25473,25857,26298,1700,1600,1200,1100,1000,0,1
60000,2,2,1,38,0,0,0,0,0,0,55262,47123,48367,48264,29144,27534,1735,1979,1443,988,974,2001,0
4e+05,2,1,1,48,-1,2,2,-2,-1,0,1902,1442,8162,-1010,3332,331,0,8513,457,4903,313,4816,0
50000,2,2,3,39,0,0,0,0,0,0,48976,49407,45881,45784,50072,49112,6000,5000,5000,8000,4000,4000,0
1e+05,2,3,2,31,0,-1,-1,0,-1,-1,15879,510,2279,1796,466,466,505,2279,1730,466,466,468,0
1e+05,2,2,2,34,0,0,0,0,0,0,22206,22776,23837,24166,24216,24901,1370,1829,1554,1000,1000,586,0
360000,2,1,2,35,-1,0,0,-1,0,0,1552,6392,3773,17917,21057,0,6000,3000,18117,5371,0,0,0
80000,2,2,1,28,2,0,0,0,0,0,52108,49884,22348,22063,8723,7254,2157,1708,1411,4,21,220,1
10000,2,3,1,33,2,2,2,0,0,0,7752,9912,9608,9639,9985,11084,2500,0,1200,500,1400,1,0
2e+05,2,2,1,35,0,0,0,0,0,0,3783,7677,14704,8000,10285,16285,4000,7240,2000,2285,6000,1500,0
30000,2,2,2,42,-1,-1,2,-1,-1,-1,836,1672,836,390,390,390,1671,0,390,390,390,0,0
220000,2,1,1,37,0,0,0,0,0,0,152197,154167,158981,162348,164162,168013,6000,7300,7500,6000,6500,7000,0
180000,2,1,2,28,0,0,0,0,0,0,161772,166198,168711,172263,174127,176335,7500,7000,7189,6000,5100,10000,0
220000,2,1,2,30,0,0,0,0,0,0,204984,176733,174680,61523,61415,61982,7000,7500,2369,2000,2078,2500,0
220000,2,1,2,29,-2,-2,-2,-1,-1,-1,0,799,0,5501,3816,15448,799,0,5501,3816,15448,4179,0
390000,2,2,2,33,0,0,0,0,0,0,45835,144656,148366,99008,69990,71935,99737,6000,3704,2741,3314,2556,0
350000,2,2,1,36,1,-2,-2,-2,-1,0,0,0,0,0,11525,11760,0,0,0,11525,235,2270,0
570000,2,2,1,45,0,0,0,0,0,0,377399,382010,379652,387706,334908,341884,13110,13510,14292,11553,12130,11703,1
240000,2,1,1,37,0,0,0,0,0,0,173742,176304,355496,176402,174440,172806,8000,9500,12448,6155,6453,6390,1
410000,2,2,1,43,0,0,0,0,0,0,6933,7548,8726,9760,9570,8935,1131,2000,2200,312,500,363,0
90000,2,2,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3500,1
60000,2,2,2,46,0,0,0,0,0,0,39465,39558,41690,21151,30059,13046,1869,3002,1364,10000,474,490,0
390000,2,2,1,41,0,0,0,0,0,0,216793,214504,212726,210556,208317,205339,7232,7500,7228,7103,7214,7000,0
130000,2,2,1,35,0,0,0,0,0,0,80715,93349,68158,69208,54677,59601,28000,3500,3000,3000,10000,3500,0
90000,2,2,2,32,3,2,2,2,0,0,27570,28613,29364,28596,30120,31285,1800,1500,0,2000,1650,1000,1
3e+05,2,2,1,36,0,0,0,0,0,0,147112,138726,139649,104245,56788,57920,6715,5800,5000,2200,2200,2600,0
140000,2,3,1,35,0,0,0,0,0,0,119269,130939,90894,85805,85907,88615,14158,5000,3000,4000,4000,10000,0
120000,2,3,1,44,0,0,0,0,0,0,16729,18150,19528,19065,18617,21381,2000,2000,2000,1000,3000,2000,0
2e+05,2,2,1,37,1,2,0,0,0,0,7852,7569,9282,10155,12470,13571,0,2000,1155,2470,1265,0,0
20000,2,2,1,40,0,0,0,0,0,0,4330,5190,6554,6895,5844,6079,1500,2000,1032,155,1000,0,1
110000,2,2,1,41,2,2,2,2,2,2,23078,25883,25182,28945,28183,29869,3200,0,4200,0,2300,0,1
290000,2,2,2,34,0,0,0,0,0,0,305823,310403,315048,314085,317631,315820,12022,12012,12012,11016,11088,12031,0
210000,2,3,1,45,0,0,0,0,0,0,124245,81641,54971,37849,42240,32981,5000,5000,4000,5000,1500,4000,0
370000,2,2,2,40,-2,-1,0,0,0,2,11421,191438,189957,188960,195476,184094,183429,7002,6854,15960,0,122400,0
80000,2,3,0,41,0,0,0,0,0,0,69957,52041,39864,38934,38816,38850,3082,2500,2200,2000,2000,2000,0
2e+05,2,3,1,42,-2,-2,-2,-2,-2,-2,1261,1261,1261,1261,1261,1256,1261,1261,1261,1261,1256,1880,0
180000,2,2,1,35,-1,-1,-1,-1,-2,-2,1269,176,1247,0,0,0,174,1247,0,0,0,1768,0
260000,2,2,2,35,0,0,0,0,0,0,131197,132175,133289,134642,137065,108328,4000,4215,4101,4000,3300,3300,0
50000,2,2,1,43,0,0,2,2,0,0,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,1
150000,2,3,1,40,-1,-1,-1,-1,-1,-1,5916,5876,5956,5876,5496,5116,5860,5956,5876,5496,5116,5496,0
180000,2,2,1,37,0,0,0,0,0,0,107425,48433,46325,47354,48323,49416,2000,1771,1800,1750,1893,2000,0
130000,2,2,2,32,0,0,0,0,0,0,7474,8472,9143,9741,9713,9458,1137,1173,1138,477,400,600,0
30000,2,2,1,47,0,0,2,2,2,2,27126,29243,31037,30908,29969,29488,2893,2559,800,600,1000,0,0
1e+05,2,2,1,36,1,2,2,2,2,0,32186,31379,33862,35007,34147,35437,0,3000,2000,0,2000,3500,1
20000,2,2,2,37,1,2,0,0,0,2,16167,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,1
20000,2,2,1,35,2,0,0,2,2,2,5886,7282,9455,9154,10001,10046,1500,2454,0,1000,350,0,1
50000,2,3,1,42,2,0,0,0,2,2,31373,32420,33462,36199,36803,37566,1520,1563,3300,1500,1500,1600,1
110000,2,2,1,38,2,2,0,0,0,2,41619,40650,41744,42783,47476,45355,0,1750,1750,5400,700,1000,1
60000,2,2,1,48,0,0,0,0,0,0,50791,50980,51874,51808,16941,17295,2000,2100,1400,600,1000,1000,1
50000,2,2,2,35,1,2,0,0,-2,-2,50430,41408,35929,0,0,0,0,2180,0,0,0,0,0
2e+05,2,1,2,40,2,2,0,0,0,2,185419,181236,185410,189069,197736,183299,0,8600,8300,13257,917,7000,1
360000,2,2,1,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,2,2,1,35,0,0,0,0,0,0,46675,47686,48737,50157,51560,52965,1600,1600,2000,2000,2000,2000,0
230000,2,2,1,46,-1,-1,0,0,0,0,207,4090,5848,6849,9331,12687,5000,2655,1919,3400,3920,6655,0
180000,2,2,2,39,0,0,-1,-1,-2,-2,2880,0,2125,0,0,0,0,2125,0,0,0,0,0
180000,2,2,2,31,-2,-1,-1,-2,-2,-2,0,1152,3338,0,0,0,1153,3338,0,0,0,0,0
50000,2,2,2,42,0,0,0,0,0,0,48065,48062,48667,49311,24663,24854,1763,2112,1756,324,336,351,0
570000,2,1,1,39,-2,-2,-2,-2,-2,-2,2389,3872,3635,5130,7563,4889,3887,3653,5145,7573,4894,4232,0
30000,2,2,1,45,1,2,2,2,2,2,13460,13923,17194,16625,17442,18016,1000,3500,0,1400,1000,1000,0
50000,2,1,1,35,0,0,2,2,2,0,44552,47438,46400,49276,48286,47915,4000,0,3700,0,2000,6000,1
120000,2,1,2,35,1,-2,-1,-1,-1,-1,0,0,234,4394,3164,5700,0,234,4394,3164,5700,300,1
120000,2,1,2,35,-1,-1,-1,-1,0,-1,2774,2549,2558,2577,249,1976,2549,2558,2577,0,1976,1000,1
50000,2,2,2,45,-2,-2,-2,-2,-2,-2,329,330,4975,4810,330,330,330,4975,4838,330,330,330,0
180000,2,2,1,40,-1,-1,-1,-1,-1,-2,899,2879,8750,9931,0,7760,2879,8750,9931,0,7760,3450,0
80000,2,1,1,37,-1,-1,-2,-2,-2,-2,1326,0,0,0,0,0,0,0,0,0,0,0,0
320000,2,2,1,40,0,0,0,0,0,0,96304,99606,100704,208794,213025,217400,5000,2704,108794,5123,5255,5333,0
5e+05,2,1,2,35,0,0,0,0,0,0,12570,13598,14650,15559,14861,15173,1224,1277,1186,478,496,509,0
250000,2,1,2,35,-1,-1,-1,-1,0,0,4812,10446,17904,99464,86180,36038,10451,17911,99738,4055,0,0,0
230000,2,2,1,46,0,0,0,-1,-1,-1,8152,3590,2936,476,476,476,1500,1000,476,476,476,1685,0
80000,2,3,1,45,0,0,0,0,0,0,35327,36399,37689,38580,39104,39484,1588,1877,1768,1292,900,1365,0
170000,2,2,1,40,2,-1,2,-1,-1,-1,194,3760,3500,7190,9000,0,3767,0,7190,9000,0,0,1
110000,2,3,0,31,0,0,0,0,0,0,89910,89989,84229,79288,73315,63818,7900,4000,5000,3000,3000,3000,0
240000,2,1,2,31,0,0,-2,-2,-2,-1,43607,-15,-15,-15,-15,1185,0,0,0,0,1200,0,0
150000,2,3,1,46,0,0,0,0,0,0,61454,62731,64047,65966,66671,68067,2242,2321,2980,2400,2468,2611,0
90000,2,3,1,37,0,0,0,0,0,0,91152,91078,86785,79894,50546,34427,7010,5026,7031,6000,1345,1500,0
1e+05,2,2,1,36,2,0,0,0,0,0,101556,101638,101461,101461,91752,91532,4500,5000,4000,3300,3400,15003,1
30000,2,2,1,42,2,2,0,0,0,0,30184,28117,27761,28053,28249,23580,0,2000,1507,3100,3100,3100,1
80000,2,2,1,40,2,0,0,-2,-2,-2,80919,82150,0,0,0,0,3800,0,0,0,0,0,1
20000,2,3,1,39,2,3,2,2,3,2,15288,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,1
160000,2,1,2,31,-1,2,-1,-1,-1,-1,1494,696,1395,898,894,2198,2,1399,903,896,2204,786,1
70000,2,2,2,38,1,2,2,2,2,2,21027,22102,22949,23275,23596,23078,1700,1500,1000,1000,0,2100,0
20000,2,2,1,43,0,0,0,0,0,0,6461,7470,8492,9547,20766,12197,1122,1145,1200,2000,3000,1000,0
2e+05,2,1,1,45,-1,-1,-1,-1,-2,-2,632,337,670,0,0,0,336,670,0,0,0,451,0
110000,2,1,1,35,0,0,0,0,0,0,107799,101573,104079,104829,107400,105694,4000,5300,4000,4200,4000,3800,0
50000,2,2,1,33,0,0,0,0,2,2,40712,43923,45409,47718,46480,48756,4200,2500,3500,0,2800,1400,0
290000,2,1,1,35,-2,-2,-2,-1,0,0,0,0,0,2262,5205,8114,0,0,2262,3000,3000,0,1
480000,2,2,1,38,-1,0,0,-1,0,0,4667,10545,13258,51723,40511,37226,6000,3066,51800,5030,3039,3112,0
310000,2,1,2,29,-2,-2,-2,-2,-2,-2,968,-7,-7,-7,1440,3079,0,0,0,1447,3094,0,0
30000,2,2,1,30,0,0,0,0,2,0,24060,25156,25949,28478,27754,28186,1800,1500,3000,0,1001,2500,1
5e+05,2,4,1,39,1,-1,-1,-2,-2,-1,-390,227,-37,-37,-37,213,2200,0,0,0,250,0,0
80000,2,2,2,31,0,0,2,0,0,2,51129,54207,52775,53906,60099,61402,4500,0,2000,7100,2400,0,0
1e+05,2,2,1,32,0,0,0,0,0,0,74189,72052,71007,69470,65424,64349,3200,3300,2910,2400,2340,2400,0
70000,2,3,1,37,0,0,0,0,0,0,74189,72168,70177,65735,55468,53266,2592,2511,2254,2000,2000,1766,0
210000,2,2,1,43,0,0,0,0,0,0,91152,92917,90651,85295,80416,76946,3347,3381,3400,2684,2744,2892,0
180000,2,3,1,43,-1,-1,-1,-1,-1,-2,780,0,390,780,0,0,0,780,780,0,0,0,0
50000,2,2,1,43,0,0,0,2,0,0,51210,46954,51221,49759,49820,50525,2100,5896,0,2000,1988,2000,0
60000,2,1,2,34,0,0,0,0,-1,0,39465,43497,49449,57500,4749,9749,5000,7000,10000,4749,5000,10000,0
50000,2,2,2,36,0,0,0,0,0,0,81774,84360,89215,93908,14308,14808,2680,5000,5000,1000,500,302,0
350000,2,1,1,42,-1,-1,-1,-1,-1,-1,360,360,360,360,510,510,360,360,360,510,510,360,0
170000,2,2,1,45,0,0,0,0,0,0,157107,159482,161921,165863,128038,130931,8000,6500,7000,5000,5000,5000,0
180000,2,2,1,32,1,2,2,0,0,2,146480,150151,142421,110713,84928,83307,7657,3,6003,5826,0,2855,0
220000,2,1,2,30,0,0,0,-1,0,0,213236,141764,53019,143408,136786,130596,6450,2261,143408,4754,4740,5190,0
5e+05,2,1,2,31,-1,-1,-1,-1,-1,-1,1780,644,1138,643,628,905,640,1138,643,630,905,3111,0
80000,2,1,1,32,-1,3,2,-1,0,0,4941,4693,3342,4844,3728,2612,0,0,4844,0,0,0,1
180000,2,1,2,33,2,2,2,2,2,2,118723,125175,126899,127336,125273,134210,10000,5200,4000,1500,11000,1000,1
280000,2,1,2,31,-1,-1,-1,-1,-1,-1,413,3977,1713,1430,6877,6479,3978,1726,1430,6877,6479,720,0
20000,2,1,2,31,-1,-1,-1,-1,-1,-1,416,416,0,416,416,416,416,416,832,416,416,416,0
30000,2,2,2,31,3,2,2,2,2,0,29076,28312,29733,29183,28082,27434,0,1900,2600,11,1500,1700,1
2e+05,2,1,1,31,-1,-1,-2,-2,-1,-1,1201,0,0,0,5032,0,0,0,0,5032,0,0,0
180000,2,1,2,32,-1,-1,2,2,0,0,10830,17816,18247,33230,5168,0,7200,1000,0,103,0,0,1
140000,2,1,2,33,2,0,0,0,0,0,130261,131356,136107,128738,126491,125213,4905,7005,7000,4762,5000,5000,0
130000,2,2,2,29,0,0,0,2,0,0,86508,88345,94597,92077,93272,96298,4100,8600,0,3500,7100,3600,0
20000,2,2,1,30,0,0,-2,-2,-1,0,3359,0,0,0,2105,2105,0,0,0,2105,0,0,0
120000,2,1,2,29,-1,2,-1,-1,0,-1,632,316,316,632,316,316,0,316,632,0,316,782,1
50000,2,2,2,30,0,0,0,0,0,0,35757,36664,30897,14693,247,0,3000,3000,5000,0,0,0,0
310000,2,2,1,30,-1,0,0,0,0,0,13766,17520,21218,40531,41630,51983,4000,4000,20003,3027,20006,10056,0
140000,2,1,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,2,2,30,2,2,2,2,4,4,56793,58920,60385,64876,65245,63647,3700,3000,6100,2000,0,2000,1
220000,2,2,1,31,0,0,0,0,0,0,79390,78693,78297,78980,77817,77569,3900,3500,4000,2700,3000,10000,0
360000,2,2,1,33,0,0,0,-2,-2,-2,11623,11775,0,0,0,0,1056,0,0,0,0,0,0
290000,2,1,2,29,0,0,0,0,0,0,10376,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,0
2e+05,2,1,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
170000,2,2,2,39,0,0,0,0,0,0,161159,162706,166677,167049,38377,33668,5860,7424,7169,1241,1187,1396,0
220000,2,1,1,45,0,0,0,0,0,0,142357,143557,142698,145875,143254,145368,6200,7300,7510,5000,5000,5200,0
230000,2,1,1,44,-1,-1,-2,-1,0,0,757,0,0,11660,11898,14898,0,0,11660,238,3000,1252,1
360000,2,3,2,38,-1,-1,-1,-2,-1,-1,1649,3060,0,0,1444,-1382,3055,0,0,1444,1382,0,0
340000,2,1,1,36,0,0,0,0,0,0,243114,247338,252656,257535,262670,266351,8816,9300,9200,9226,9530,10139,0
360000,2,1,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,2,3,2,42,0,0,0,0,0,0,91344,92795,93557,47166,48406,49695,4893,4806,1547,3000,3000,1720,0
130000,2,2,1,47,2,2,2,2,2,2,123770,120452,129137,129956,130946,130814,0,12200,4500,4502,5000,0,1
80000,2,2,1,41,-1,-1,-1,-1,-2,-1,390,390,390,-390,0,1560,390,780,0,390,1780,0,1
4e+05,2,1,1,41,0,-1,-1,-1,0,0,104264,8,1274,19143,20305,22063,7,1274,19143,1305,2063,1695,0
240000,2,2,2,43,0,0,-1,-1,-1,-1,224985,216829,27620,24873,24511,24000,20000,27662,24873,24511,24000,37645,0
10000,2,2,1,46,1,2,2,2,2,2,7642,8689,8403,9505,8889,10263,1306,0,1735,0,2000,0,1
240000,2,1,1,41,-1,-1,0,0,0,0,3090,10839,16665,13039,9439,11378,10846,10000,3500,0,5000,5000,0
80000,2,2,1,40,0,0,0,0,0,0,37123,38317,20896,21604,22035,22496,2073,1651,1359,790,817,821,0
250000,2,2,1,39,0,0,0,0,-1,-1,210380,58752,31707,13630,10000,10000,10063,10011,1000,10000,10000,10000,0
30000,2,2,1,44,1,4,4,3,2,2,28885,30108,29367,28605,27855,29649,2000,0,0,0,2400,1300,0
280000,2,2,1,42,0,-1,0,0,0,0,256324,256675,253682,260274,153516,156830,275271,13000,11000,8000,5866,8000,0
290000,2,2,1,49,-2,-2,-1,2,0,0,-240,-236,11764,11186,6863,6179,0,12000,0,0,0,0,0
120000,2,2,1,47,0,0,0,0,0,0,97925,101458,103840,105646,86127,67269,5100,5500,5170,3543,3000,3238,0
210000,2,2,2,41,0,0,0,0,0,0,227346,211597,99865,77754,49529,30683,9000,4000,3018,2000,3000,3000,0
1e+05,2,2,2,30,2,2,2,2,0,0,96565,94153,102623,100090,101511,103503,0,10000,0,4000,7816,0,1
210000,2,1,1,41,1,-2,-1,-1,-2,-1,-33,-28,3330,0,0,300,0,3358,0,0,300,0,0
5e+05,2,2,1,44,0,0,0,0,0,0,193000,186610,180153,173454,166546,159651,6629,6480,6230,5900,5720,5420,0
230000,2,1,1,39,0,0,0,0,0,0,63352,64621,65380,66520,66343,63498,2306,2515,2370,2180,2500,2200,0
110000,2,2,1,40,0,0,0,0,0,0,23268,23978,22369,20608,20608,20606,1509,1772,1320,750,745,747,0
210000,2,1,1,46,0,0,0,0,0,0,112774,110089,108775,107090,104037,101337,4905,3939,3792,3657,3631,3500,0
320000,2,2,2,35,-1,0,0,0,0,0,61618,59130,121486,22337,23358,13536,3500,3300,6000,5000,2000,3000,0
140000,2,2,2,37,0,0,-1,-1,-1,-1,143376,140955,1876,1876,1876,3372,6410,1876,1876,1876,3372,104005,0
40000,2,1,1,48,0,0,0,0,0,0,38604,37924,37648,38804,39651,40794,2000,1700,2000,2000,2000,2000,0
280000,2,1,1,35,2,-1,0,0,0,0,59,97767,99036,96383,86060,62312,99737,5000,3027,6025,2001,1903,0
220000,2,1,1,47,0,0,0,0,0,0,210380,188270,177515,166282,100244,-607,6410,7160,6495,3993,0,176566,0
250000,2,2,1,37,0,0,0,-1,0,0,59063,102006,56412,37764,23876,16891,45000,2012,72791,16891,0,5617,0
3e+05,2,1,1,47,-1,-1,-1,-1,-1,-1,511,2392,148,148,148,0,2393,148,148,148,0,747,1
50000,2,3,1,40,0,0,0,0,-1,0,117275,48729,49929,-596,28348,30530,2329,2525,283,29334,3000,2000,0
70000,2,1,2,36,0,0,0,0,0,0,79673,75021,71101,73831,46898,48686,3000,2893,4231,8000,2500,1675,0
50000,2,3,1,35,0,0,0,0,0,0,49964,48261,49027,49564,28609,28302,2300,3000,2503,1500,1204,2000,0
250000,2,2,1,35,2,0,0,0,0,0,93005,37341,38905,35356,34978,35822,1641,2205,2000,2000,1000,1000,1
440000,2,1,1,40,0,0,0,0,0,0,412962,424528,434015,434419,393135,385578,16573,17500,17000,14500,14500,13500,0
360000,2,1,1,42,0,0,0,0,0,0,174725,179851,186961,201703,189455,194373,10000,10005,20117,15018,10027,20057,0
150000,2,1,1,43,-2,-2,-2,-1,0,-1,880,-123,-123,240,123,123,113,0,363,0,123,123,0
3e+05,2,3,2,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,2,2,1,42,1,2,2,2,0,0,8413,8114,10293,9979,10329,10391,0,2479,0,515,377,617,0
380000,2,2,1,38,0,0,0,-2,-2,-2,12535,6666,0,0,0,0,1000,0,0,0,0,0,0
340000,2,2,1,44,0,0,0,-1,0,0,241565,171731,61404,114807,114560,85272,8300,4951,199726,4476,3257,3497,0
210000,2,2,2,41,0,0,0,0,0,0,165665,169174,171459,177590,180147,184084,8000,6500,9000,7000,7000,7000,0
60000,2,2,1,41,2,0,0,2,0,0,56437,55643,54941,50291,35829,36602,2201,4687,11,1500,1500,2000,1
130000,2,1,1,46,0,0,0,0,0,-1,15355,16624,18932,22001,3403,3859,1594,3000,4000,0,3860,249,0
340000,2,1,1,43,0,0,0,0,0,0,15929,18338,20035,24238,20315,16378,3000,2000,5000,1000,723,5000,0
