"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
18658,80000,2,2,2,27,1,2,2,2,2,0,45461,76895,79548,80280,53034,54027,2109,4500,3000,0,2000,4350,0
18659,50000,2,2,1,28,2,2,3,2,2,2,6700,33815,33002,32173,34629,33940,1495,0,0,3000,0,2000,0
18660,50000,2,2,1,22,0,0,2,0,0,0,23055,26951,26570,28085,27009,28142,1900,1000,2001,910,1510,500,0
18661,260000,2,1,2,25,0,0,0,2,0,0,34494,80514,87096,84806,85822,87504,4300,7900,0,3300,3200,3300,0
18662,2e+05,2,1,2,27,-2,-2,-2,-2,-2,-2,686,127,133,386,393,286,99,133,386,400,286,500,0
18663,20000,2,2,1,27,0,0,0,-1,0,0,15939,17171,18005,1822,1316,1316,1577,1200,2000,0,0,0,0
18664,190000,2,1,2,27,0,0,0,0,0,0,27044,28173,21159,20018,15761,12643,3309,1459,2018,1761,1643,503,0
18665,80000,2,2,2,28,0,0,0,0,0,0,49139,78165,68579,50312,44277,44488,2279,2398,2000,2000,1700,2005,0
18666,30000,2,2,2,22,0,0,0,0,0,0,27936,27862,27365,28038,28607,29234,2000,1700,1300,800,860,883,0
18667,50000,2,1,2,23,-1,-1,-2,-2,-2,-2,48679,0,0,0,0,0,2000,0,0,0,0,0,0
18668,320000,2,2,1,25,0,0,0,0,0,0,179547,185445,188255,187384,184222,183544,8000,8321,7022,6021,6005,6042,0
18669,50000,2,2,2,26,0,0,0,0,0,0,28404,5997,5602,6478,5453,2261,1500,1500,1011,1000,1000,1000,1
18670,180000,2,2,2,26,-1,-1,-1,-1,-1,0,64086,17969,29789,11740,27004,4039,4000,30223,42749,27124,22,58869,0
18671,20000,2,2,2,22,0,0,0,0,0,0,20985,16505,35110,19495,19019,18134,1406,1320,2260,784,1000,2000,1
18672,20000,2,3,1,22,-2,-2,-2,-2,-2,-2,3569,0,0,0,0,0,0,0,0,0,0,0,0
18673,50000,2,1,2,23,-1,-1,-1,-1,-1,-1,20708,1283,0,2616,600,0,1350,0,2616,600,780,1398,1
18674,50000,2,2,2,22,0,0,0,0,0,0,23055,28681,23306,16282,9451,9408,1900,1400,1300,400,400,400,0
18675,160000,2,2,2,28,0,0,-1,-1,-1,-2,24874,24437,3900,870,0,0,3000,3900,870,0,0,0,0
18676,50000,2,1,2,29,-1,-1,-1,-1,-1,-1,48285,430,230,630,430,14802,2200,230,830,430,14802,430,0
18677,340000,2,1,2,29,-1,0,0,0,0,0,206803,33651,33134,34571,36003,37416,8101,18000,20000,20000,20007,20007,0
18678,240000,2,2,1,29,0,0,0,0,0,0,32236,80895,82692,86305,88961,92513,4000,4000,5000,5000,5000,5000,0
18679,70000,2,1,2,29,-2,-2,-2,-2,-2,-2,47843,-18,-18,-18,-18,-18,2000,0,0,0,0,0,0
18680,2e+05,2,1,1,30,1,2,2,2,0,0,53524,5951,8698,8398,10898,7299,4574,3000,0,2500,0,11236,0
18681,50000,2,2,1,30,-1,-1,-1,-2,-1,-1,21646,390,0,0,19688,5800,2500,0,0,19688,5800,0,0
18682,70000,2,1,2,27,-1,-1,-2,-2,-2,-2,9000,0,0,0,0,0,1165,0,0,0,0,3187,1
18683,60000,2,2,2,27,0,0,0,0,0,0,28658,8247,9624,20129,10388,13316,1383,1514,1069,278,3000,0,1
18684,2e+05,2,1,2,27,1,-2,-2,-2,-1,0,0,0,0,0,3012,3021,0,0,0,3012,9,363,0
18685,70000,2,2,1,28,0,0,0,2,0,0,16039,15502,12637,11204,10983,11901,1735,3000,0,2000,2000,0,0
18686,180000,2,2,2,28,0,0,0,0,0,0,30814,33698,36652,38421,37459,54778,2418,4767,3000,3092,17411,5000,0
18687,50000,2,3,1,28,1,2,2,0,0,0,27660,60791,46345,44425,17785,17796,1555,0,1573,800,800,800,0
18688,60000,2,2,2,28,2,2,2,2,2,2,53399,51587,52664,53059,51468,54511,2400,2500,2000,0,4019,0,0
18689,240000,2,2,1,28,-2,2,0,-1,-1,-1,52825,6198,5154,2453,570,0,6020,1025,2465,572,0,0,1
18690,120000,2,2,2,25,0,0,0,0,0,0,5948,63694,65169,66501,66818,69335,1772,2500,2500,2500,3500,2602,0
18691,220000,2,1,2,25,1,-1,-1,-1,-1,-2,7451,587,0,2417,0,0,2200,0,2417,0,0,7642,0
18692,110000,2,1,2,25,2,2,-2,-2,-2,-2,41573,0,0,0,0,0,1746,0,0,0,0,0,0
18693,50000,2,2,3,25,-1,2,2,-2,-1,-1,17231,1574,0,0,12677,30582,2000,0,0,12677,30582,0,1
18694,1e+05,2,1,2,25,0,0,0,0,0,2,34983,36128,36317,37401,37177,37446,2012,2000,2000,2000,1000,1500,0
18695,230000,2,1,1,26,2,2,2,2,2,0,26587,72156,70507,59123,39386,20561,0,111,2371,0,702,341,1
18696,3e+05,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18697,230000,2,1,2,28,-1,-1,-1,-1,-1,-1,13500,18410,1213,9095,18393,612,8797,1297,9113,18393,612,54856,0
18698,250000,2,1,2,28,-2,-2,-2,-2,-2,-2,122157,11684,1127,1943,13312,-5,6300,1135,1952,13375,5,0,0
18699,160000,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,980,0,0,0,0,980,0,0,0,0
18700,320000,2,1,2,26,0,0,0,0,0,0,156155,188366,173694,163481,128216,113292,10000,7798,12246,5268,5000,10000,0
18701,120000,2,1,2,25,0,0,2,2,2,0,37005,39980,39063,41592,39101,40310,3200,0,3500,0,2000,1813,1
18702,160000,2,2,2,25,0,0,0,0,0,3,38903,26114,27446,28371,4715,4358,2598,1575,1500,1000,0,0,0
18703,180000,2,1,2,27,0,0,0,-1,0,0,58839,44572,10348,104698,88251,90189,1500,2753,110094,3002,3200,3100,0
18704,60000,2,1,2,27,0,0,2,2,2,2,577,12873,14371,13843,15611,15221,0,2000,0,2000,0,1000,0
18705,210000,2,1,2,27,0,0,0,0,0,0,161159,156712,157087,177934,136807,139230,7000,7000,8000,6574,5500,5500,0
18706,280000,2,2,2,27,2,0,0,0,0,0,101860,171480,171794,166637,169021,164531,4834,7100,6100,6000,5600,7700,1
18707,50000,2,3,1,28,2,2,0,0,2,2,10890,29770,30485,32434,32592,33102,1325,1825,3100,1300,1500,1771,0
18708,50000,2,2,1,28,1,2,0,0,0,0,32822,40507,41464,35334,26875,23338,1688,1970,1827,1044,993,1999,0
18709,2e+05,2,1,2,27,0,0,0,-2,-2,-2,8040,50000,0,0,0,0,2152,0,0,0,0,0,0
18710,50000,2,2,2,26,0,0,0,0,0,0,19225,27460,29710,29452,11124,0,1600,3623,2000,1038,0,0,1
18711,150000,2,2,2,30,0,0,0,2,0,0,105365,144330,147035,136542,137586,141191,6000,11700,0,10000,12500,0,0
18712,150000,2,1,2,26,0,0,0,0,0,0,3022,47650,48867,47808,43022,44077,2260,2300,2300,2000,1900,3000,0
18713,210000,2,1,2,26,0,0,0,0,0,0,14023,8487,17950,18915,19359,21604,3492,10000,2000,1000,3000,1000,0
18714,180000,2,1,2,25,0,0,0,0,0,0,70396,71919,68356,68724,68889,69712,4988,3626,2500,2450,2693,2602,0
18715,330000,2,1,2,28,0,0,-1,0,0,0,67253,4623,64513,65592,57438,31029,6000,64513,2420,1473,1062,1022,0
18716,70000,2,2,1,26,0,0,0,0,0,0,36201,44210,42418,43410,44684,45808,1700,2100,2000,2000,2000,2000,0
18717,180000,2,2,2,26,-2,-2,-2,-2,-2,-2,64086,27448,29890,390,257,10700,4000,29890,21890,257,10833,212,0
18718,2e+05,2,1,2,26,-1,0,0,0,0,0,93029,73303,71674,12701,8855,9133,5006,2548,2050,3006,2000,137,0
18719,50000,2,2,2,26,2,2,0,0,2,2,47663,41087,42445,45020,44006,46905,1800,2007,3582,0,3601,0,1
18720,160000,2,2,2,26,2,2,2,0,0,0,7186,91430,88705,65632,49431,50864,4905,7,2054,1800,2864,3197,1
18721,80000,2,2,1,27,2,2,0,0,2,0,60000,54921,55055,54804,52439,52609,2743,2000,6844,0,2071,2115,0
18722,3e+05,2,2,2,28,-1,-1,-1,0,0,-2,21507,3434,79795,49160,2847,-13,3167,80401,32083,2907,13,20303,0
18723,360000,2,2,2,28,0,0,0,0,0,0,33765,167875,171913,169495,167944,166881,5864,10051,10026,7039,8057,10213,0
18724,350000,2,2,2,28,0,0,0,0,-1,0,211508,100542,88118,65032,586,80270,11000,10000,6749,586,80000,30000,0
18725,50000,2,2,1,28,-1,-1,0,0,0,0,19225,10094,15018,15991,18442,18827,1306,10000,1549,3000,790,1000,0
18726,120000,2,3,1,28,2,2,2,2,2,2,47121,98017,99961,101123,97375,103044,3780,4400,3700,0,7800,0,1
18727,80000,2,2,2,29,-1,-1,-1,-1,-2,-2,49083,0,780,2220,0,0,2500,780,2220,0,0,8893,0
18728,330000,2,2,1,29,0,0,0,0,0,-1,33343,59923,44974,30844,15833,15833,2089,1300,2000,1000,16332,15833,0
18729,2e+05,2,2,2,28,0,0,0,0,0,0,19954,122674,123155,120267,121471,118656,2900,6108,5831,4700,4486,4871,0
18730,170000,2,2,2,29,0,0,0,0,0,0,41435,53182,54331,55827,57295,58571,3211,2600,3000,3000,2200,2300,0
18731,80000,2,2,1,23,0,0,0,0,0,0,21072,38866,19240,20256,20918,22081,1751,1322,1338,1000,1500,1000,1
18732,180000,2,1,2,23,1,2,2,0,0,0,5981,82885,80495,78027,30052,30373,1900,0,2350,1048,1077,1154,1
18733,50000,2,2,2,23,-1,0,0,0,0,0,29965,54971,55079,55525,56634,57052,1700,2100,2000,2000,2100,2050,0
18734,90000,2,2,1,24,0,0,0,0,0,-2,17938,41904,46174,40675,0,0,1800,5000,2000,0,0,0,0
18735,50000,2,2,2,25,0,0,0,2,2,2,4158,27521,30001,29187,31064,30487,1200,3237,0,2300,0,1100,0
18736,120000,2,1,2,25,1,2,2,2,2,2,37005,52281,55981,54484,59080,59096,3200,4545,0,5500,2090,0,0
18737,60000,2,2,2,25,1,2,0,0,0,0,44912,49013,50051,51123,52175,53337,2000,1828,1900,1900,2000,4300,1
18738,30000,2,2,1,25,0,0,0,-1,-1,-1,20173,6583,3243,1691,-1889,2720,1156,1000,1700,0,5679,1600,1
18739,80000,2,1,2,25,-1,2,-1,0,0,0,19189,4053,1405,3844,3427,417,2005,1405,3427,0,0,984,1
18740,3e+05,2,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18741,120000,2,2,2,26,-1,-1,-1,-1,-1,-2,54921,2335,0,4670,0,0,3075,0,4670,0,0,0,0
18742,60000,2,4,2,26,0,0,-2,-2,-1,0,19326,0,0,0,51571,55731,1321,0,0,51571,5001,3001,0
18743,60000,2,1,2,27,0,0,0,0,0,0,19084,26135,27407,29002,26806,25948,1300,2000,2500,1500,1000,2000,0
18744,50000,2,2,1,29,0,0,0,0,0,-2,19924,11009,13997,6832,0,0,2000,4037,2000,0,0,0,0
18745,210000,2,2,2,29,0,0,0,0,0,0,161159,100501,74430,64485,24609,23419,7000,4000,4492,1000,1000,0,0
18746,180000,2,2,2,29,0,0,0,0,0,0,33567,34892,31917,33361,34056,32353,3565,1600,2000,1500,1500,2000,0
18747,30000,2,2,1,29,0,0,0,0,0,0,20824,15016,16069,16776,17118,19835,1600,1600,1278,620,3000,900,0
18748,60000,2,2,2,25,1,2,2,2,2,0,45206,12562,12075,15844,15295,16885,2000,0,4300,0,2000,2000,0
18749,70000,2,2,2,26,2,2,2,2,2,2,38486,61417,60906,45734,40629,41137,2500,2400,12,3200,1619,0,1
18750,170000,2,2,2,26,0,0,0,0,0,0,19954,12169,14328,16222,9915,11226,2000,6000,3000,2003,3101,530,0
18751,160000,2,2,2,26,0,0,0,0,0,0,96604,9532,10687,12754,16105,18823,4500,5002,4008,5000,5000,912,0
18752,360000,2,2,2,26,0,0,0,0,0,0,91286,212486,205728,205275,192059,195620,6000,10000,9000,6600,7100,7500,0
18753,190000,2,1,2,26,-1,-1,-1,-2,-2,-1,52825,7298,0,0,0,980,4000,0,0,0,980,0,0
18754,320000,2,2,2,27,0,0,0,0,0,0,249265,182336,182617,166031,148157,142034,10040,12538,5047,10522,6082,10018,0
18755,90000,2,2,2,27,0,0,0,0,-1,-1,50665,9049,9744,8907,557,0,2500,1144,1907,557,0,0,0
18756,350000,2,1,2,29,-2,-1,-1,0,0,0,25387,18078,21245,36737,37071,24930,4834,23005,35012,25000,24000,24000,0
18757,120000,2,2,2,30,0,0,2,-1,0,0,9534,4747,4500,32468,22485,119853,1065,0,32468,2000,104465,4602,0
18758,270000,2,1,2,30,1,2,2,2,2,0,64937,153276,155301,155152,144602,148199,6000,6085,12534,0,6000,6000,0
18759,150000,2,2,2,30,-1,2,-1,0,0,-2,39105,187,6254,16549,6392,1828,1581,6270,14085,6396,9,6172,0
18760,230000,2,1,1,30,2,0,0,0,0,2,39936,75151,77346,78921,83303,81852,3254,3400,3458,6300,0,3200,1
18761,230000,2,1,2,28,-1,-1,2,-1,-1,-1,143212,62793,1286,1117,1117,0,6500,0,1117,1117,0,1128,0
18762,280000,2,2,2,29,0,0,0,0,0,0,7160,46296,36751,35625,33114,35473,3000,2002,1600,2000,3000,10000,0
18763,360000,2,1,2,29,0,0,0,-2,-2,-2,91286,16200,0,0,0,0,6000,0,0,0,0,84363,0
18764,210000,2,1,2,30,-1,-1,-1,-1,-1,0,640,390,390,390,980,590,483,390,390,980,0,1288,0
18765,3e+05,2,1,2,28,0,0,0,0,0,0,148095,161006,165222,168145,169162,172041,5143,8100,8200,6000,6200,6200,0
18766,2e+05,2,1,1,28,-1,-1,-1,-1,-1,-1,4416,576,4251,1358,300,0,825,4251,1358,300,8909,5670,0
18767,230000,2,2,2,28,1,-2,-1,2,-1,-1,0,0,233,233,20,0,0,233,0,20,0,0,0
18768,190000,2,1,2,28,0,0,0,-1,-1,-2,47663,4695,7604,2919,0,0,3000,3000,3000,0,0,0,0
18769,80000,2,2,1,28,0,0,0,0,0,-2,9193,55209,56626,56387,15980,1134,2174,2300,1352,700,1134,48,0
18770,70000,2,2,1,26,0,0,0,0,-1,0,32236,27041,27797,5958,11341,5259,1756,5879,1000,11360,486,478,0
18771,30000,2,3,1,26,-1,2,0,0,0,0,14330,5432,6090,6626,6513,6097,2000,1136,1062,339,187,364,1
18772,20000,2,2,2,26,-1,-1,-1,-1,-1,-2,2400,376,987,1119,-222,-222,0,987,1200,0,0,0,1
18773,70000,2,2,1,27,0,0,0,0,0,0,29164,55948,55188,55960,56564,57464,1971,2000,2003,2003,2070,2140,1
18774,50000,2,2,2,27,2,2,2,2,0,0,25277,22085,23435,22765,22990,23369,1173,2000,0,900,900,1006,1
18775,360000,2,1,2,28,0,0,0,0,0,0,88818,43012,36780,31372,17308,35943,8092,2107,1246,346,30000,53000,0
18776,170000,2,1,2,29,0,0,0,0,0,0,58971,18772,20354,23409,26440,28507,5864,2354,3409,3440,2507,4572,0
18777,230000,2,1,2,27,0,0,0,0,0,0,67028,32546,29814,31488,8495,10170,5334,5000,10238,5000,5000,2000,0
18778,130000,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18779,280000,2,1,2,29,-1,-1,-1,-1,-1,-2,11910,28,342,25022,0,0,3927,342,25081,0,0,0,0
18780,70000,2,3,2,28,-1,-1,-1,-1,0,-1,29826,7937,9920,7078,3936,1555,1800,10132,7084,4,1555,0,0
18781,340000,2,1,2,29,-1,-1,-2,-2,-2,-2,56412,95,0,0,0,0,3543,0,0,0,0,0,0
18782,2e+05,2,1,1,30,1,2,2,2,-1,-1,18941,20693,27932,12585,45031,19836,3179,15015,0,45031,20000,45010,0
18783,150000,2,1,2,29,-1,-1,-2,-1,-1,-1,39105,0,0,1298,359,6100,1581,0,1298,359,6100,0,0
18784,360000,2,1,2,27,0,0,0,0,0,0,41322,45723,33124,31987,23703,22776,7200,9000,7000,5000,5000,10433,0
18785,360000,2,2,2,26,-1,-1,0,0,0,-1,209176,90523,86813,35695,5555,15165,12013,10000,5170,5000,15165,8981,0
18786,210000,2,1,2,27,0,0,0,0,0,0,18941,16914,18288,19301,19383,19940,1976,1650,1620,700,870,880,0
18787,1e+05,2,1,2,27,-1,-1,-1,-1,-1,-1,41190,1118,490,1433,0,1096,2652,490,1433,0,1096,0,0
18788,80000,2,1,2,28,0,0,0,0,0,0,17365,38098,36700,37319,37633,40307,2100,2000,1700,1307,3400,1500,0
18789,230000,2,2,2,28,0,0,0,0,0,0,17412,55040,54414,53504,53670,45539,1300,3008,2006,2045,1346,1196,0
18790,120000,2,2,2,28,0,0,0,-1,-1,-2,21576,6750,9893,2690,0,0,1701,3968,2690,0,0,5400,0
18791,50000,2,2,1,28,0,0,0,0,0,0,19868,26614,27878,29103,29426,29907,1219,2000,2000,1100,1088,1124,0
18792,2e+05,2,2,2,29,2,0,0,0,0,0,8700,108142,109325,111264,56311,58271,3000,4398,4196,1857,8271,1948,1
18793,110000,2,2,1,29,0,0,0,0,0,0,19992,85305,86152,56250,57603,19336,1473,4000,2257,2000,2000,700,0
18794,130000,2,2,2,29,1,2,0,0,0,0,32052,97248,99283,101935,102754,105924,2000,4500,5200,4000,5000,7200,0
18795,230000,2,1,2,29,0,0,0,0,0,0,31023,32803,32166,79780,58886,42295,4880,3007,51780,2025,1560,747,0
18796,50000,2,2,1,29,-2,-2,-1,2,2,-2,18293,0,21197,20400,20000,20000,1804,21197,0,0,0,0,1
18797,150000,2,2,2,29,-2,-2,-2,-2,-2,-2,73521,1550,802,302,604,604,5111,906,302,604,302,825,0
18798,20000,2,3,1,29,0,0,0,0,0,0,20408,47479,49002,39422,15349,15078,1500,2399,1819,472,477,472,0
18799,150000,2,2,1,29,0,0,0,0,0,0,46004,92199,85868,74198,69783,66132,3000,3706,3009,2400,2300,2500,0
18800,150000,2,1,2,25,1,-2,-1,2,-1,-1,0,0,330,330,990,0,0,330,0,990,0,0,0
18801,70000,2,1,2,26,-1,-1,-1,-1,-1,-1,15639,780,1152,780,2678,1225,1000,1152,780,2678,1544,1588,0
18802,70000,2,2,2,26,0,0,0,0,0,0,26293,38215,38598,40560,40968,42321,2000,5390,3000,1453,2000,1677,0
18803,2e+05,2,2,2,26,0,0,0,0,0,0,36134,75067,64432,54848,46098,47352,3000,3000,2000,2000,2000,2000,0
18804,270000,2,1,2,26,0,0,0,0,0,0,176035,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,0
18805,360000,2,1,2,26,0,0,0,0,0,0,2219,121695,125724,129157,130567,144266,1765,5030,6000,4000,15000,5000,0
18806,120000,2,1,2,29,0,0,-1,-1,-1,0,20591,4332,332,0,332,332,2000,332,0,664,0,1992,0
18807,60000,2,3,2,31,1,-2,-2,-2,-1,-1,12477,0,0,0,150,167,1436,0,0,150,167,2578,0
18808,90000,2,2,1,31,0,0,0,0,0,0,35238,71602,72457,71058,29672,28836,2600,3500,3000,1000,1500,478,0
18809,170000,2,1,2,31,0,0,0,0,0,0,69182,12480,16919,11775,13275,24901,3780,6016,1000,1500,13000,500,0
18810,70000,2,1,2,30,0,0,0,0,0,0,38298,23646,24418,25938,27067,28193,2174,2000,2000,1500,1500,1500,0
18811,60000,2,1,2,27,-1,2,-1,-1,-1,-1,14381,2720,4885,11889,0,4280,2063,4885,11889,0,4280,20600,0
18812,160000,2,1,2,28,1,-1,-1,-1,-1,-1,16666,652,0,326,2005,474,2661,0,326,2005,474,326,0
18813,180000,2,2,2,27,-1,-1,-1,-1,-1,-1,15121,208,208,208,208,208,2284,208,208,208,208,208,1
18814,80000,2,2,1,27,0,0,0,0,0,0,25060,42750,39776,33164,34781,30231,1722,2500,1390,2007,2000,2000,0
18815,260000,2,1,2,27,0,0,0,0,0,0,121720,143536,141849,131491,94362,85863,5200,5341,4000,3500,3000,13000,0
18816,150000,2,2,1,30,0,0,0,0,0,2,32357,99679,101023,93514,79361,77373,4005,3700,4148,6000,0,3000,1
18817,270000,2,2,2,29,0,0,0,0,-1,0,111840,67757,53524,-8318,96795,81523,6000,3000,182,123000,2740,2200,0
18818,360000,2,2,2,30,1,-1,0,0,0,0,240725,105509,97979,94349,88213,78746,14104,5006,4500,3000,3000,3000,0
18819,30000,2,2,2,25,0,0,0,0,0,0,27429,28139,27480,26960,27215,27977,1800,1804,1800,1000,1200,1500,1
18820,30000,2,4,1,26,1,-2,-2,-2,-1,-1,20985,0,0,0,741,0,1500,0,0,741,0,1669,0
18821,240000,2,2,1,26,0,0,0,0,-1,-1,89240,111563,78169,0,2354,9446,4000,10056,200,2354,9446,0,0
18822,340000,2,1,2,26,2,0,0,0,0,0,92766,182366,176396,171553,162251,145931,16918,5496,4721,4132,3916,3550,1
18823,180000,2,2,2,26,-1,-1,-1,-1,-2,-2,66053,459,2500,0,0,0,5000,2500,0,0,0,0,0
18824,210000,2,2,2,27,-2,-1,0,0,0,0,20344,22366,23816,24303,16742,3187,3121,1816,1303,0,0,0,1
18825,180000,2,1,2,27,0,0,0,0,0,0,61943,81111,83081,60210,61221,62636,4198,3500,3000,2600,2600,3000,0
18826,220000,2,2,1,28,2,0,0,0,2,0,6785,29468,31488,34060,33213,34670,1931,2500,3100,0,2000,8000,1
18827,50000,2,3,2,24,1,2,2,3,2,2,14815,11607,14814,14163,13770,15323,1000,3412,0,0,1810,23,0
18828,3e+05,2,1,2,27,0,0,0,0,0,0,61223,110359,108371,102628,100000,92238,7788,5000,6039,4000,4000,4000,0
18829,360000,2,1,2,29,0,0,0,0,0,0,81734,152323,155568,158775,162035,165522,7751,5700,5800,5900,6100,6100,0
18830,310000,2,1,1,29,-1,0,0,0,0,0,67938,13535,18784,26069,20007,15857,5000,6000,23000,400,5857,6500,0
18831,230000,2,1,2,29,0,0,0,0,0,0,21576,110488,107488,97021,86283,87345,6380,4000,5000,3000,3300,3010,0
18832,20000,2,3,2,31,0,0,-1,-1,-1,-1,13500,2705,2487,2500,2500,0,1000,2487,2700,2500,0,0,0
18833,30000,2,2,2,22,0,0,0,0,0,0,20451,21664,18969,23317,17689,20013,1400,2000,5000,0,5400,300,0
18834,50000,2,2,2,24,0,0,0,0,0,0,40434,49800,26194,27454,28159,25775,1859,2000,2000,1500,1500,0,0
18835,10000,2,3,1,24,-1,-1,-2,-1,-1,-2,5810,-74,-74,749,0,0,1000,0,823,0,0,519,0
18836,60000,2,2,2,25,0,0,0,0,0,0,44498,44692,44308,43757,42830,44038,1903,2100,1954,1500,3324,0,0
18837,120000,2,2,1,25,2,0,0,2,0,0,2020,19002,20805,18271,18128,16405,1500,3000,0,961,2000,2056,1
18838,360000,2,1,2,26,0,0,0,0,0,0,164269,35863,37860,42572,47200,59843,10541,27878,22572,17200,19843,96632,0
18839,320000,2,2,2,27,0,0,2,0,0,0,169225,192621,178390,180346,178832,182860,10021,0,8000,7000,7000,6000,0
18840,2e+05,2,1,2,27,-1,-1,-1,-1,-2,-1,29091,21191,1339,0,0,8777,5018,1339,0,0,8777,9495,0
18841,120000,2,2,2,27,2,2,2,2,0,0,21072,4686,5459,6214,7104,8973,2007,1000,1000,1000,2000,2000,1
18842,130000,2,2,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18843,70000,2,2,1,34,0,0,0,0,0,0,50500,47018,46871,41821,41344,41376,2100,2015,2000,1500,1700,2000,0
18844,240000,2,1,2,30,-2,-2,-2,-2,-2,-2,11329,187,375,187,242,184,4205,376,187,243,184,828,0
18845,2e+05,2,1,2,27,0,0,0,0,0,0,19954,19809,21482,23118,23437,24900,2900,2000,2000,1000,2000,2000,1
18846,160000,2,2,1,27,0,0,0,0,0,2,16757,83567,78276,78971,80907,79219,3000,4326,3000,9000,0,3000,1
18847,170000,2,2,1,28,0,0,0,0,0,0,58971,126857,127706,121939,81506,83234,5864,6600,6000,3100,3200,3300,0
18848,170000,2,2,2,27,0,0,0,0,0,0,21447,45502,46967,48872,51049,81018,2712,2200,3000,3000,31018,3000,0
18849,20000,2,3,1,30,1,-2,-2,-2,-2,-2,1051,-602,-602,-602,-602,-602,0,0,0,0,0,0,0
18850,240000,2,1,2,28,0,0,0,0,0,0,128891,142965,188990,188742,187267,190249,7662,55015,5327,5505,5525,6039,0
18851,210000,2,1,2,28,-1,-1,-1,-1,0,-1,29668,841,9842,7931,3412,1035,5000,9896,7977,17,1040,1848,0
18852,50000,2,2,1,30,1,5,4,3,2,2,28404,27805,27090,26361,26831,27552,1500,0,0,1200,1300,985,1
18853,120000,2,2,2,24,0,0,0,0,0,0,37005,17303,14742,16617,17670,0,3000,6037,8528,7053,0,0,0
18854,50000,2,3,1,26,0,0,0,2,0,0,48423,72802,77106,74420,76220,77877,2020,6100,0,3000,3000,3000,0
18855,280000,2,1,2,26,0,0,0,0,0,0,9984,28286,29427,29548,29839,30532,5655,1600,1607,898,1000,918,0
18856,50000,2,1,2,23,0,0,0,0,0,0,48166,15748,16986,18656,19101,20345,1900,1500,2000,1000,1500,3000,0
18857,150000,2,1,2,27,0,0,0,0,0,0,20069,53774,54909,56035,57598,59164,2000,2000,2039,2500,2500,2500,1
18858,130000,2,1,2,28,-1,-1,2,0,0,0,32052,1345,955,1565,2175,2159,2000,0,1000,1000,400,1000,0
18859,150000,2,1,2,29,0,0,0,0,0,0,46094,64685,64956,65183,65455,65683,4000,3000,3000,3000,2500,12500,0
18860,230000,2,2,2,28,0,0,0,0,0,0,50025,131624,133763,133195,101298,101601,4213,6600,4225,3800,3816,4000,0
18861,50000,2,5,2,26,0,0,0,0,0,-2,29391,102018,79511,39800,-1500,0,2000,25007,2300,0,1500,0,0
18862,70000,2,2,2,27,0,0,2,0,0,0,26293,24372,23699,24794,26067,28630,2000,0,1794,2000,3000,1200,0
18863,230000,2,1,2,27,1,-1,-1,-1,0,0,12521,45000,1000,4874,5374,5874,5000,1000,4874,500,500,0,1
18864,310000,2,1,2,28,0,0,0,0,0,0,86009,107255,111522,114171,115777,118749,4000,6000,6000,5000,5000,11500,0
18865,160000,2,2,1,28,2,0,0,0,0,-2,32357,100143,50456,50000,0,0,4000,2500,1000,0,0,0,0
18866,120000,2,1,1,29,2,2,-2,-2,-2,-2,37005,0,0,0,0,0,3000,0,0,0,0,0,0
18867,340000,2,2,1,30,0,0,0,0,0,0,6608,165627,165871,164606,121547,121118,3500,6328,5280,4300,4500,4300,0
18868,260000,2,2,2,28,8,7,6,5,4,3,71834,194309,189981,185559,181137,184009,3000,0,0,0,6000,0,1
18869,180000,2,2,2,28,1,2,2,0,0,0,66053,23906,22035,22015,21163,25806,5000,0,2007,1000,5000,2000,1
18870,50000,2,1,2,28,-1,2,2,2,0,0,38985,4693,6945,6651,4060,4060,2200,2500,0,1000,0,0,0
18871,50000,2,2,2,27,0,0,0,0,0,0,20755,22382,21343,14850,12315,10391,1670,1622,2013,500,500,500,0
18872,30000,2,3,1,27,0,0,-1,0,0,0,4358,6942,26855,23287,20885,17595,1032,27318,1407,429,417,200,0
18873,1e+05,2,1,2,27,1,-1,-1,-1,-1,-1,19924,995,896,697,-302,999,2000,900,800,0,2300,1838,0
18874,70000,2,2,2,23,0,0,0,0,0,0,6283,30342,27591,28166,28330,28524,1900,1476,1441,995,1021,1138,0
18875,90000,2,1,2,26,1,2,2,0,0,0,38486,5006,4782,6041,6784,6826,1500,0,1500,1000,300,406,0
18876,290000,2,1,2,31,-2,-2,-2,-2,-2,-2,32052,4646,5419,4379,2455,34517,3211,5449,4407,2455,34517,8495,0
